source,target
56039882200,56716483300
57202198510,56039882200
57202198510,56716483300
25627618000,56039882200
25627618000,56716483300
25627618000,57202198510
57832335100,25627618000
57832335100,56039882200
57832335100,56716483300
57832335100,57202198510
57834761700,25627618000
57834761700,56039882200
57834761700,56716483300
57834761700,57202198510
57834761700,57832335100
57980114300,25627618000
57980114300,56039882200
57980114300,56716483300
57980114300,57202198510
57980114300,57832335100
57980114300,57834761700
57979742400,25627618000
57979742400,56039882200
57979742400,56716483300
57979742400,57202198510
57979742400,57832335100
57979742400,57834761700
57979742400,57980114300
57979383100,25627618000
57979383100,56039882200
57979383100,56716483300
57979383100,57202198510
57979383100,57832335100
57979383100,57834761700
57979383100,57979742400
57979383100,57980114300
57979187300,25627618000
57979187300,56039882200
57979187300,56716483300
57979187300,57202198510
57979187300,57832335100
57979187300,57834761700
57979187300,57979383100
57979187300,57979742400
57979187300,57980114300
57980304400,25627618000
57980304400,56039882200
57980304400,56716483300
57980304400,57202198510
57980304400,57832335100
57980304400,57834761700
57980304400,57979187300
57980304400,57979383100
57980304400,57979742400
57980304400,57980114300
57062213400,25627618000
57062213400,56039882200
57062213400,56716483300
57062213400,57202198510
57062213400,57832335100
57062213400,57834761700
57062213400,57979187300
57062213400,57979383100
57062213400,57979742400
57062213400,57980114300
57062213400,57980304400
57979927200,25627618000
57979927200,56039882200
57979927200,56716483300
57979927200,57062213400
57979927200,57202198510
57979927200,57832335100
57979927200,57834761700
57979927200,57979187300
57979927200,57979383100
57979927200,57979742400
57979927200,57980114300
57979927200,57980304400
56469006100,25627618000
56469006100,56039882200
56469006100,56716483300
56469006100,57062213400
56469006100,57202198510
56469006100,57832335100
56469006100,57834761700
56469006100,57979187300
56469006100,57979383100
56469006100,57979742400
56469006100,57979927200
56469006100,57980114300
56469006100,57980304400
57979188800,25627618000
57979188800,56039882200
57979188800,56469006100
57979188800,56716483300
57979188800,57062213400
57979188800,57202198510
57979188800,57832335100
57979188800,57834761700
57979188800,57979187300
57979188800,57979383100
57979188800,57979742400
57979188800,57979927200
57979188800,57980114300
57979188800,57980304400
7201635855,25627618000
7201635855,56039882200
7201635855,56469006100
7201635855,56716483300
7201635855,57062213400
7201635855,57202198510
7201635855,57832335100
7201635855,57834761700
7201635855,57979187300
7201635855,57979188800
7201635855,57979383100
7201635855,57979742400
7201635855,57979927200
7201635855,57980114300
7201635855,57980304400
57216591904,25627618000
57216591904,56039882200
57216591904,56469006100
57216591904,56716483300
57216591904,57062213400
57216591904,57202198510
57216591904,57832335100
57216591904,57834761700
57216591904,57979187300
57216591904,57979188800
57216591904,57979383100
57216591904,57979742400
57216591904,57979927200
57216591904,57980114300
57216591904,57980304400
57216591904,7201635855
57980305700,25627618000
57980305700,56039882200
57980305700,56469006100
57980305700,56716483300
57980305700,57062213400
57980305700,57202198510
57980305700,57216591904
57980305700,57832335100
57980305700,57834761700
57980305700,57979187300
57980305700,57979188800
57980305700,57979383100
57980305700,57979742400
57980305700,57979927200
57980305700,57980114300
57980305700,57980304400
57980305700,7201635855
57211274687,25627618000
57211274687,56039882200
57211274687,56469006100
57211274687,56716483300
57211274687,57062213400
57211274687,57202198510
57211274687,57216591904
57211274687,57832335100
57211274687,57834761700
57211274687,57979187300
57211274687,57979188800
57211274687,57979383100
57211274687,57979742400
57211274687,57979927200
57211274687,57980114300
57211274687,57980304400
57211274687,57980305700
57211274687,7201635855
57980115200,25627618000
57980115200,56039882200
57980115200,56469006100
57980115200,56716483300
57980115200,57062213400
57980115200,57202198510
57980115200,57211274687
57980115200,57216591904
57980115200,57832335100
57980115200,57834761700
57980115200,57979187300
57980115200,57979188800
57980115200,57979383100
57980115200,57979742400
57980115200,57979927200
57980115200,57980114300
57980115200,57980304400
57980115200,57980305700
57980115200,7201635855
57831682500,25627618000
57831682500,56039882200
57831682500,56469006100
57831682500,56716483300
57831682500,57062213400
57831682500,57202198510
57831682500,57211274687
57831682500,57216591904
57831682500,57832335100
57831682500,57834761700
57831682500,57979187300
57831682500,57979188800
57831682500,57979383100
57831682500,57979742400
57831682500,57979927200
57831682500,57980114300
57831682500,57980115200
57831682500,57980304400
57831682500,57980305700
57831682500,7201635855
55956485700,25627618000
55956485700,56039882200
55956485700,56469006100
55956485700,56716483300
55956485700,57062213400
55956485700,57202198510
55956485700,57211274687
55956485700,57216591904
55956485700,57831682500
55956485700,57832335100
55956485700,57834761700
55956485700,57979187300
55956485700,57979188800
55956485700,57979383100
55956485700,57979742400
55956485700,57979927200
55956485700,57980114300
55956485700,57980115200
55956485700,57980304400
55956485700,57980305700
55956485700,7201635855
57979744100,25627618000
57979744100,55956485700
57979744100,56039882200
57979744100,56469006100
57979744100,56716483300
57979744100,57062213400
57979744100,57202198510
57979744100,57211274687
57979744100,57216591904
57979744100,57831682500
57979744100,57832335100
57979744100,57834761700
57979744100,57979187300
57979744100,57979188800
57979744100,57979383100
57979744100,57979742400
57979744100,57979927200
57979744100,57980114300
57979744100,57980115200
57979744100,57980304400
57979744100,57980305700
57979744100,7201635855
57194586582,25627618000
57194586582,55956485700
57194586582,56039882200
57194586582,56469006100
57194586582,56716483300
57194586582,57062213400
57194586582,57202198510
57194586582,57211274687
57194586582,57216591904
57194586582,57831682500
57194586582,57832335100
57194586582,57834761700
57194586582,57979187300
57194586582,57979188800
57194586582,57979383100
57194586582,57979742400
57194586582,57979744100
57194586582,57979927200
57194586582,57980114300
57194586582,57980115200
57194586582,57980304400
57194586582,57980305700
57194586582,7201635855
36678268700,25627618000
36678268700,55956485700
36678268700,56039882200
36678268700,56469006100
36678268700,56716483300
36678268700,57062213400
36678268700,57194586582
36678268700,57202198510
36678268700,57211274687
36678268700,57216591904
36678268700,57831682500
36678268700,57832335100
36678268700,57834761700
36678268700,57979187300
36678268700,57979188800
36678268700,57979383100
36678268700,57979742400
36678268700,57979744100
36678268700,57979927200
36678268700,57980114300
36678268700,57980115200
36678268700,57980304400
36678268700,57980305700
36678268700,7201635855
56538640400,25627618000
56538640400,36678268700
56538640400,55956485700
56538640400,56039882200
56538640400,56469006100
56538640400,56716483300
56538640400,57062213400
56538640400,57194586582
56538640400,57202198510
56538640400,57211274687
56538640400,57216591904
56538640400,57831682500
56538640400,57832335100
56538640400,57834761700
56538640400,57979187300
56538640400,57979188800
56538640400,57979383100
56538640400,57979742400
56538640400,57979744100
56538640400,57979927200
56538640400,57980114300
56538640400,57980115200
56538640400,57980304400
56538640400,57980305700
56538640400,7201635855
55877908600,25627618000
55877908600,36678268700
55877908600,55956485700
55877908600,56039882200
55877908600,56469006100
55877908600,56538640400
55877908600,56716483300
55877908600,57062213400
55877908600,57194586582
55877908600,57202198510
55877908600,57211274687
55877908600,57216591904
55877908600,57831682500
55877908600,57832335100
55877908600,57834761700
55877908600,57979187300
55877908600,57979188800
55877908600,57979383100
55877908600,57979742400
55877908600,57979744100
55877908600,57979927200
55877908600,57980114300
55877908600,57980115200
55877908600,57980304400
55877908600,57980305700
55877908600,7201635855
57979928800,25627618000
57979928800,36678268700
57979928800,55877908600
57979928800,55956485700
57979928800,56039882200
57979928800,56469006100
57979928800,56538640400
57979928800,56716483300
57979928800,57062213400
57979928800,57194586582
57979928800,57202198510
57979928800,57211274687
57979928800,57216591904
57979928800,57831682500
57979928800,57832335100
57979928800,57834761700
57979928800,57979187300
57979928800,57979188800
57979928800,57979383100
57979928800,57979742400
57979928800,57979744100
57979928800,57979927200
57979928800,57980114300
57979928800,57980115200
57979928800,57980304400
57979928800,57980305700
57979928800,7201635855
57222580205,25627618000
57222580205,36678268700
57222580205,55877908600
