source,target,weight
35617060300,7003283104,0.25
35866164000,6506444591,0.25
35866164000,7003283104,0.25
6506444591,7003283104,0.25
6507334679,7201601508,0.5
6507641634,7003809050,0.5
56250665800,56661341100,0.5
6603124484,6603479128,0.5
35608825800,57196976038,0.2
35608825800,6507499272,0.2
35608825800,6602647309,0.2
35608825800,7101759204,0.2
57196976038,6507499272,0.2
57196976038,6602647309,0.2
57196976038,7101759204,0.2
6507499272,6602647309,0.2
6507499272,7101759204,0.2
6602647309,7101759204,0.2
57011215300,6603381320,0.5
57207799641,7004501203,0.9166666666666665
57207799641,7401558861,0.9166666666666665
7004501203,7401558861,0.9166666666666665
57064747600,7801474619,0.5
57209887085,58714153600,0.25
57209887085,7006492708,0.25
57209887085,8518822600,0.25
58714153600,7006492708,0.25
58714153600,8518822600,0.25
7006492708,8518822600,0.25
58709114600,6507393364,0.5
36613687000,57194007167,0.5
57195427862,6603141006,0.5
14622421100,36682965700,0.5
57191069576,7004118390,0.5
12771541700,32867692500,0.25
12771541700,58084768000,0.25
12771541700,7401810685,0.25
32867692500,58084768000,0.25
32867692500,7401810685,0.25
58084768000,7401810685,0.25
35821606000,36009573400,0.3333333333333333
35821606000,57191359063,0.3333333333333333
36009573400,57191359063,0.3333333333333333
6508392902,6602382868,1.5
23482376500,35172987400,0.16666666666666666
23482376500,36769275300,0.3666666666666667
23482376500,36946308900,0.3666666666666667
23482376500,56962748100,0.3666666666666667
23482376500,8293489400,0.3666666666666667
35172987400,36769275300,0.16666666666666666
35172987400,36946308900,0.16666666666666666
35172987400,56962748100,0.16666666666666666
35172987400,8293489400,0.16666666666666666
36769275300,36946308900,0.4166666666666667
36769275300,56962748100,0.3666666666666667
36769275300,8293489400,0.4166666666666667
36946308900,56962748100,0.8999999999999999
36946308900,8293489400,0.9722222222222223
56962748100,8293489400,0.7208333333333333
51663095700,57216343023,0.5
12751873100,36456911800,0.3333333333333333
12751873100,57368650600,0.3333333333333333
36456911800,57368650600,0.5
52963864400,57193929893,0.5
55577277800,6506801074,0.3333333333333333
55577277800,7003866013,2.0
6506801074,7003866013,0.3333333333333333
57215348252,57215361565,0.5
57203069485,57205397057,2.75
57203069485,6603902089,4.333333333333334
57205397057,6603902089,1.3333333333333333
24341486700,57184771900,1.0
12445570100,15058987600,0.6666666666666666
12445570100,57192251715,0.6666666666666666
15058987600,57192251715,0.6666666666666666
56770437500,57192646739,0.5
35337778400,57203371522,0.5
6603072899,6603399349,2.333333333333333
56318712100,57194480687,0.3333333333333333
56318712100,6507490916,0.3333333333333333
57194480687,6507490916,0.3333333333333333
36102151300,57191023993,0.3333333333333333
36102151300,57195342199,0.3333333333333333
57191023993,57195342199,0.3333333333333333
57160028000,8421423300,0.5
56554184600,57194499619,0.5
22634341700,37660962300,0.5
57193513868,6507091230,0.5
57215341853,57215348103,0.3333333333333333
57215341853,57221666726,0.3333333333333333
57215348103,57221666726,0.3333333333333333
6701447590,7004368499,0.5
56118286900,56684365900,0.25
56118286900,56879797600,0.25
56118286900,7404499853,1.25
56684365900,56879797600,0.25
56684365900,7404499853,0.25
56879797600,7404499853,0.25
55766280700,56134934900,0.09090909090909091
55766280700,56397764100,0.09090909090909091
55766280700,56398493900,0.09090909090909091
55766280700,56974071400,0.09090909090909091
55766280700,57191514634,0.09090909090909091
55766280700,57191517586,0.09090909090909091
55766280700,57192513853,0.09090909090909091
55766280700,57192541870,0.09090909090909091
55766280700,57192545225,0.09090909090909091
55766280700,7004261470,0.09090909090909091
56134934900,56397764100,0.09090909090909091
56134934900,56398493900,0.09090909090909091
56134934900,56974071400,0.09090909090909091
56134934900,57191514634,0.09090909090909091
56134934900,57191517586,0.09090909090909091
56134934900,57192513853,0.09090909090909091
56134934900,57192541870,0.09090909090909091
56134934900,57192545225,0.09090909090909091
56134934900,7004261470,0.09090909090909091
56397764100,56398493900,0.09090909090909091
56397764100,56974071400,0.09090909090909091
56397764100,57191514634,0.09090909090909091
56397764100,57191517586,0.09090909090909091
56397764100,57192513853,0.09090909090909091
56397764100,57192541870,0.09090909090909091
56397764100,57192545225,0.09090909090909091
56397764100,7004261470,0.09090909090909091
56398493900,56974071400,0.09090909090909091
56398493900,57191514634,0.09090909090909091
56398493900,57191517586,0.09090909090909091
56398493900,57192513853,0.09090909090909091
56398493900,57192541870,0.09090909090909091
56398493900,57192545225,0.09090909090909091
56398493900,7004261470,0.09090909090909091
56974071400,57191514634,0.09090909090909091
56974071400,57191517586,0.09090909090909091
56974071400,57192513853,0.09090909090909091
56974071400,57192541870,0.09090909090909091
56974071400,57192545225,0.09090909090909091
56974071400,7004261470,0.09090909090909091
57191514634,57191517586,0.09090909090909091
57191514634,57192513853,0.09090909090909091
57191514634,57192541870,0.09090909090909091
57191514634,57192545225,0.09090909090909091
57191514634,7004261470,0.09090909090909091
57191517586,57192513853,0.09090909090909091
57191517586,57192541870,0.09090909090909091
57191517586,57192545225,0.09090909090909091
57191517586,7004261470,0.09090909090909091
57192513853,57192541870,0.09090909090909091
57192513853,57192545225,0.09090909090909091
57192513853,7004261470,0.09090909090909091
57192541870,57192545225,0.09090909090909091
57192541870,7004261470,0.09090909090909091
57192545225,7004261470,0.09090909090909091
56147204500,57192234915,0.5
56195611800,56195843500,0.3333333333333333
56195611800,57191997548,0.3333333333333333
56195843500,57191997548,0.3333333333333333
14629692200,54997937400,0.2
14629692200,55801955700,0.2
14629692200,57191921067,0.2
14629692200,7202327265,0.2
54997937400,55801955700,0.2
54997937400,57191921067,0.2
54997937400,7202327265,0.2
55801955700,57191921067,0.2
55801955700,7202327265,0.2
57191921067,7202327265,0.2
57191514063,7202383277,0.5
57191315888,57191372251,0.3333333333333333
57191315888,6508069026,0.3333333333333333
57191372251,6508069026,0.3333333333333333
36960379800,7102745096,0.5
36195920500,55761986200,0.5
57196450031,7004523729,0.5
23486515000,35763477800,4.833333333333333
23486515000,6508077821,0.3333333333333333
35763477800,6508077821,0.6666666666666666
58293451200,8288959000,0.5
56159061200,57188829510,0.5
56153503000,57190951726,0.75
55468059300,57191288760,0.3333333333333333
55468059300,6506506671,0.3333333333333333
57191288760,6506506671,0.3333333333333333
35337885700,55949592500,0.3333333333333333
35337885700,6602784834,0.6666666666666666
55949592500,6602784834,0.3333333333333333
55441522900,6506630185,0.5
56074534600,56607164100,0.3333333333333333
56074534600,56677760400,0.3333333333333333
56607164100,56677760400,0.3333333333333333
36009136300,56495426300,0.5
35190075700,55236870300,0.3333333333333333
35190075700,7005651073,0.3333333333333333
55236870300,7005651073,0.3333333333333333
12139851700,56922226800,0.3333333333333333
12139851700,7003792296,4.033333333333333
56922226800,7003792296,0.3333333333333333
25652821700,6508040241,0.3333333333333333
25652821700,6701911744,0.3333333333333333
6508040241,6701911744,0.3333333333333333
57191215960,57193500511,0.3333333333333333
57191215960,8745652600,0.3333333333333333
57193500511,8745652600,0.3333333333333333
22939777000,51964613800,2.1095238095238096
22939777000,6603902089,2.9428571428571435
51964613800,6603902089,2.1095238095238096
57192204030,57224414439,0.5
56064131000,57188878375,0.5
16317123100,55511570500,0.5
57209898397,8967173200,1.0
14014408200,9045338400,0.5
35574671700,35738001200,0.25
35574671700,57125020600,0.25
35574671700,57189092272,0.25
35738001200,57125020600,0.25
35738001200,57189092272,0.25
57125020600,57189092272,0.25
56779331600,56779970500,0.3333333333333333
56779331600,7401792559,0.3333333333333333
56779970500,7401792559,0.3333333333333333
26034749500,7102389188,0.5
56725410700,57210291959,0.5
57189889522,57206509970,0.5
56682127300,57189301549,0.16666666666666666
56682127300,57189310157,0.16666666666666666
56682127300,57192686384,0.16666666666666666
56682127300,57193322096,0.16666666666666666
56682127300,57193327927,0.16666666666666666
57189301549,57189310157,0.16666666666666666
57189301549,57192686384,0.16666666666666666
57189301549,57193322096,0.16666666666666666
57189301549,57193327927,0.16666666666666666
57189310157,57192686384,0.16666666666666666
57189310157,57193322096,0.16666666666666666
57189310157,57193327927,0.16666666666666666
57192686384,57193322096,0.16666666666666666
57192686384,57193327927,0.16666666666666666
57193322096,57193327927,0.16666666666666666
55324579800,6701633691,0.75
55387583100,57321871300,0.5
23003670000,57191964356,0.5
57209072939,7202669304,0.5
6602108447,7406751794,0.5
14622421100,36675591500,0.25
14622421100,55224745900,0.5
14622421100,8419260400,0.5
36675591500,55224745900,0.25
36675591500,8419260400,0.25
55224745900,8419260400,1.0
57193380316,57193385138,0.3333333333333333
57193380316,57193386138,0.3333333333333333
57193385138,57193386138,0.3333333333333333
35078422300,55879668200,0.5
22951868300,7404784647,0.5
12240568500,56451429800,0.5
56127440500,57190807987,0.25
56127440500,57195918216,0.25
56127440500,57195920608,0.25
57190807987,57195918216,0.25
57190807987,57195920608,0.25
57195918216,57195920608,0.25
36476154700,39861547600,0.41666666666666663
36476154700,40761994400,0.41666666666666663
36476154700,56275744200,0.41666666666666663
36476154700,56287453200,0.4722222222222222
36476154700,57189215122,0.41666666666666663
36476154700,57203615045,0.41666666666666663
36476154700,6507317591,0.41666666666666663
36476154700,6603001909,0.5833333333333333
39861547600,40761994400,0.41666666666666663
39861547600,56275744200,0.41666666666666663
39861547600,56287453200,0.3055555555555555
39861547600,57189215122,0.41666666666666663
39861547600,57203615045,0.41666666666666663
39861547600,6507317591,0.41666666666666663
39861547600,6603001909,0.41666666666666663
40761994400,56275744200,0.41666666666666663
40761994400,56287453200,0.3055555555555555
40761994400,57189215122,0.41666666666666663
40761994400,57203615045,0.41666666666666663
40761994400,6507317591,0.41666666666666663
40761994400,6603001909,0.41666666666666663
56275744200,56287453200,0.3055555555555555
56275744200,57189215122,0.41666666666666663
56275744200,57203615045,0.41666666666666663
56275744200,6507317591,0.41666666666666663
56275744200,6603001909,0.41666666666666663
56287453200,57189215122,0.3055555555555555
56287453200,57203615045,0.3055555555555555
56287453200,6507317591,0.3055555555555555
56287453200,6603001909,0.4722222222222222
57189215122,57203615045,0.41666666666666663
57189215122,6507317591,0.41666666666666663
57189215122,6603001909,0.41666666666666663
57203615045,6507317591,0.41666666666666663
57203615045,6603001909,0.41666666666666663
6507317591,6603001909,0.41666666666666663
57191204015,57200273186,1.0
23085669400,55860651200,0.16666666666666666
23085669400,57113034400,0.16666666666666666
23085669400,57215033630,0.16666666666666666
23085669400,6507388493,0.16666666666666666
23085669400,7003264827,0.16666666666666666
55860651200,57113034400,0.16666666666666666
55860651200,57215033630,0.16666666666666666
55860651200,6507388493,0.16666666666666666
55860651200,7003264827,0.16666666666666666
57113034400,57215033630,0.16666666666666666
57113034400,6507388493,0.16666666666666666
57113034400,7003264827,0.16666666666666666
57215033630,6507388493,0.16666666666666666
57215033630,7003264827,0.16666666666666666
6507388493,7003264827,0.16666666666666666
56347708200,56644754200,1.0
23480205700,55934724300,0.5
55826219700,57192393208,0.3333333333333333
55826219700,57192393724,0.3333333333333333
57192393208,57192393724,0.3333333333333333
56592149400,8971778700,0.5
56409630200,57212198256,0.5
57110331800,57224787159,0.5
25630009500,57190574935,0.5
21734952000,57189847480,0.2
21734952000,57189852813,0.2
21734952000,57189854268,0.2
21734952000,57203848664,0.4
57189847480,57189852813,0.2
57189847480,57189854268,0.2
57189847480,57203848664,0.2
57189852813,57189854268,0.2
57189852813,57203848664,0.2
57189854268,57203848664,0.2
55598703100,56414712900,0.3333333333333333
55598703100,57186657200,0.3333333333333333
56414712900,57186657200,0.8333333333333333
25222305500,6507663168,0.3333333333333333
25222305500,8204913100,0.3333333333333333
6507663168,8204913100,0.3333333333333333
55776292000,56127955600,0.25
55776292000,57190565257,0.25
55776292000,57190578145,0.25
56127955600,57190565257,0.25
56127955600,57190578145,0.25
57190565257,57190578145,0.25
42061803800,55916966900,0.25
42061803800,56902464400,0.25
42061803800,57188837203,0.25
55916966900,56902464400,0.25
55916966900,57188837203,0.25
56902464400,57188837203,0.25
13106263300,55848751900,0.25
13106263300,57190667127,0.25
13106263300,57218492370,0.25
55848751900,57190667127,0.25
55848751900,57218492370,0.25
57190667127,57218492370,0.25
55745786700,57190487359,0.5
56278656800,56922079900,0.25
56278656800,57188646224,0.25
56278656800,57191040722,0.25
56922079900,57188646224,0.5833333333333333
56922079900,57191040722,0.25
57188646224,57191040722,0.25
24559503500,55956532100,0.3333333333333333
24559503500,56512144500,0.3333333333333333
55956532100,56512144500,0.3333333333333333
23389484700,57190008349,0.2
23389484700,6602222262,0.2
23389484700,6603860856,0.2
23389484700,7004193476,0.2
57190008349,6602222262,0.2
57190008349,6603860856,0.2
57190008349,7004193476,0.2
6602222262,6603860856,0.2
6602222262,7004193476,0.2
6603860856,7004193476,1.3666666666666665
56110623000,56153373500,0.3333333333333333
56110623000,57217951618,0.3333333333333333
56153373500,57217951618,0.3333333333333333
57194161200,57194162211,0.5
56584389200,57195393015,0.5
17435711900,56016750900,0.8333333333333333
56579920900,57188814891,0.5
55911560100,56025055800,0.5
55993583800,56626194900,0.25
55993583800,57184497900,0.25
55993583800,57190729109,0.25
56626194900,57184497900,0.25
56626194900,57190729109,0.25
57184497900,57190729109,0.25
57190621491,6602563951,0.5
57191198757,57191200112,1.0
34167849400,56682704900,0.5
57209194998,57215882357,0.5
25923349200,36951458200,1.0
56829575800,57208724189,1.0
57190566698,57190567845,0.25
57190566698,57190572325,0.25
57190566698,57190575946,0.25
57190567845,57190572325,0.25
57190567845,57190575946,0.25
57190572325,57190575946,0.25
55816941100,56884613400,0.5
56276589800,7005956362,0.5
57188835180,57189579639,0.5
36645590500,36645878700,0.5
56162359900,57191474896,0.5
56520192200,56602558700,0.5
35810775800,56315549400,1.9999999999999998
35810775800,57197859055,1.0
56315549400,57197859055,1.0
56377256500,57189729416,0.5
56995092500,57190767138,0.5
55991642500,57761556200,0.5
26967790600,35386083600,0.3333333333333333
26967790600,55562097800,1.6666666666666665
35386083600,55562097800,0.3333333333333333
6602794844,7005818670,0.5
35895992600,6506148394,0.3333333333333333
35895992600,8963188500,0.3333333333333333
6506148394,8963188500,0.6666666666666666
57195780028,57205150978,0.3333333333333333
57195780028,57224458124,0.3333333333333333
57205150978,57224458124,0.3333333333333333
15045541300,57189571909,0.5
40462515100,56451554200,0.5
36808922400,55532784600,0.5
57191286998,57194502435,0.5
56986423000,6507121042,0.5
56388750800,7003754156,0.5
13805751100,6506020775,0.5
57203484602,57203486445,0.5
36865743900,57904212400,0.5
33067469700,37001522300,0.25
33067469700,37001649700,0.25
33067469700,57190859067,0.25
37001522300,37001649700,0.25
37001522300,57190859067,0.25
37001649700,57190859067,0.25
15123350000,25522880500,0.3333333333333333
15123350000,36971176900,1.0833333333333333
25522880500,36971176900,1.0333333333333332
56153999700,56154190500,1.0
55619495800,57214618773,0.3333333333333333
55619495800,6506658124,0.3333333333333333
57214618773,6506658124,0.3333333333333333
57193483662,6506348391,0.5
35621424100,56912184800,0.3333333333333333
35621424100,57188973975,0.3333333333333333
56912184800,57188973975,0.3333333333333333
57191052240,57191057130,0.5
23029499400,8560386000,0.5
57479215700,6507281372,0.8333333333333333
57479215700,7402176341,2.5833333333333335
57479215700,7403967097,0.25
6507281372,7402176341,1.0833333333333333
6507281372,7403967097,0.25
7402176341,7403967097,0.25
35290883700,57190073913,0.3333333333333333
35290883700,57220903111,0.3333333333333333
57190073913,57220903111,0.3333333333333333
36703189700,56449226000,0.5
56955458700,7004477129,0.5
35485339000,35621424100,2.1666666666666665
35485339000,55628345000,0.3333333333333333
35621424100,55628345000,1.8333333333333333
12808029900,57143582500,1.6666666666666665
31567522300,7004104670,0.5
14039190700,6507226659,0.5
24482489900,46261025700,0.3333333333333333
24482489900,55884557100,0.3333333333333333
46261025700,55884557100,0.3333333333333333
55963615600,56027478200,0.14285714285714285
55963615600,56669481000,0.14285714285714285
55963615600,56728858400,0.14285714285714285
55963615600,57094157800,0.30952380952380953
55963615600,57190304798,0.14285714285714285
55963615600,57848504600,0.14285714285714285
56027478200,56669481000,0.14285714285714285
56027478200,56728858400,0.14285714285714285
56027478200,57094157800,0.14285714285714285
56027478200,57190304798,0.14285714285714285
56027478200,57848504600,0.14285714285714285
56669481000,56728858400,0.14285714285714285
56669481000,57094157800,0.14285714285714285
56669481000,57190304798,0.14285714285714285
56669481000,57848504600,0.14285714285714285
56728858400,57094157800,0.14285714285714285
56728858400,57190304798,0.14285714285714285
56728858400,57848504600,0.14285714285714285
57094157800,57190304798,0.14285714285714285
57094157800,57848504600,0.14285714285714285
57190304798,57848504600,0.14285714285714285
23484328900,57501563500,0.5
16642807800,38261892600,0.5833333333333333
16642807800,56414717000,0.5833333333333333
38261892600,56414717000,0.5833333333333333
57189646246,6701435082,0.5
57190378869,57190379604,0.3333333333333333
57190378869,57214072308,0.3333333333333333
57190379604,57214072308,0.3333333333333333
22836991300,36872568900,0.5
6602696137,8884578000,1.25
56153831800,8680203000,0.8333333333333333
57189320158,8592870000,0.5
56529714000,57191225905,0.5
55796485900,57189715269,0.3333333333333333
55796485900,57196045998,0.3333333333333333
57189715269,57196045998,0.3333333333333333
56901278200,57191515796,0.5
35512046300,56206451900,0.6666666666666666
35512046300,57189627079,0.3333333333333333
56206451900,57189627079,0.3333333333333333
36715208000,57188982201,0.3333333333333333
36715208000,6505909193,0.5833333333333333
57188982201,6505909193,0.3333333333333333
55320451000,55749257200,0.5
16204635900,23985324500,0.8333333333333333
16204635900,55307977300,1.0
16204635900,55308191700,0.5
23985324500,55307977300,0.5
23985324500,55308191700,0.5
55307977300,55308191700,0.5
7402634538,8440401400,0.6666666666666666
7402634538,8719892500,1.2833333333333332
8440401400,8719892500,1.3333333333333333
57198789643,6701490839,0.5
24461632400,24462448700,3.0
23767130800,36946308900,0.2777777777777778
23767130800,56962748100,0.16666666666666666
23767130800,56968998700,0.16666666666666666
23767130800,57156640100,0.16666666666666666
23767130800,8293489400,0.2777777777777778
36946308900,56968998700,0.16666666666666666
36946308900,57156640100,0.16666666666666666
56962748100,56968998700,0.16666666666666666
56962748100,57156640100,0.16666666666666666
56968998700,57156640100,0.16666666666666666
56968998700,8293489400,0.16666666666666666
57156640100,8293489400,0.16666666666666666
56679022800,7004538443,0.5
19336928900,55752230400,0.3333333333333333
19336928900,7003752140,0.47619047619047616
55752230400,7003752140,0.3333333333333333
7409447727,8957428300,2.0
24372354500,55671953000,0.5
56104184600,9741754000,0.5
21741029400,36069397900,0.5
6507102873,6602276727,0.5
57479215700,8241674400,2.1666666666666665
7402176341,8241674400,1.1666666666666665
57188651063,57188811958,0.3333333333333333
57188651063,6603585202,0.3333333333333333
57188811958,6603585202,0.3333333333333333
55605991700,6603078460,0.6666666666666666
55605991700,7004104670,0.6666666666666666
6603078460,7004104670,2.0
57190120010,7102835085,0.5
35981197000,56451429800,0.3333333333333333
35981197000,56451736900,0.3333333333333333
56451429800,56451736900,0.3333333333333333
57197452721,6701417021,1.8333333333333333
6508360145,8245320600,0.5
57190766822,6701440790,0.5
24832790400,55308068600,0.25
24832790400,55308120400,0.25
24832790400,55308595000,0.25
24832790400,55308678700,0.25
24832790400,55308833800,0.25
24832790400,55309192800,0.25
24832790400,7006567408,0.25
55308068600,55308120400,0.25
55308068600,55308595000,0.25
55308068600,55308678700,0.25
55308068600,55308833800,0.25
55308068600,55309192800,0.25
55308068600,7006567408,0.25
55308120400,55308595000,0.25
