source,target
Mustafa B,Kolosova V
Mustafa B,AceitunoMata L
Mustafa B,Hajdari A
Mustafa B,KołodziejskaDegórska I
Mustafa B,MenendezBaceta G
Orr D,Kolosova V
Orr D,Kolosova VB
Orr D,Jernigan KA
Orr D,Belichenko OS
Orr D,Belichenko O
Orr D,Jernigan K
Orr DJ,Kolosova V
Orr DJ,Belichenko O
Orr DJ,Orr D
Orr DJ,Jernigan K
Orr DJ,Belichenko OS
Orr DJ,Jernigan KA
Orr DJ,Kolosova VB
Paciupa J,Hart RE
Paciupa J,Kolosova V
Paciupa J,Belichenko O
Paciupa J,Aziz MA
Paciupa J,Mattalia G
Paciupa J,Kikvidze Z
Paciupa J,Kikodze D
Paciupa J,Khutsishvili M
Paciupa J,AceitunoMata L
Paciupa J,Hajdari A
Paciupa J,KołodziejskaDegórska I
Paciupa J,MenendezBaceta G
Paciupa J,Mustafa B
Paciupa J,Melnikov D
Paciupa J,Kalle R
Paciupa J,Kõiva M
Paciupa J,Hlushko A
Paciupa J,Hrynevich Y
Paciupa J,Knureva Y
Paciupa J,Litvinava Y
Paniagua Zambrana NY,Aziz MA
Paniagua Zambrana NY,Kolosova V
Paniagua Zambrana NY,Melnikov D
Paniagua Zambrana NY,Mattalia G
Paniagua Zambrana NY,Kalle R
Paniagua Zambrana NY,Kõiva M
Paniagua Zambrana NY,Hlushko A
Paniagua Zambrana NY,Hrynevich Y
Paniagua Zambrana NY,Knureva Y
Paniagua Zambrana NY,Litvinava Y
Paniagua Zambrana NY,Paciupa J
Paniagua Zambrana NY,Hart RE
Paniagua Zambrana NY,Kikodze D
Paniagua Zambrana NY,Khutsishvili M
Paniagua Zambrana NY,Kikvidze Z
PardodeSantayana M,Aziz MA
PardodeSantayana M,Kõiva M
PardodeSantayana M,Hrynevich Y
PardodeSantayana M,Hlushko A
PardodeSantayana M,Paciupa J
PardodeSantayana M,Litvinava Y
PardodeSantayana M,Knureva Y
PardodeSantayana M,Kalle R
PardodeSantayana M,Kolosova V
PardodeSantayana M,AceitunoMata L
PardodeSantayana M,Hajdari A
PardodeSantayana M,KołodziejskaDegórska I
PardodeSantayana M,MenendezBaceta G
PardodeSantayana M,Mustafa B
Paulava A,Hart RE
Paulava A,Kolosova V
Paulava A,Belichenko O
Paulava A,Aziz MA
Paulava A,Mattalia G
Paulava A,Khutsishvili M
Paulava A,Kikodze D
Paulava A,Kikvidze Z
Paulava A,Paniagua Zambrana NY
Paulava A,AceitunoMata L
Paulava A,KołodziejskaDegórska I
Paulava A,Hajdari A
Paulava A,PardodeSantayana M
Paulava A,Mustafa B
Paulava A,MenendezBaceta G
Paulava A,Melnikov D
Paulava A,Kalle R
Paulava A,Kõiva M
Paulava A,Paciupa J
Paulava A,Litvinava Y
Paulava A,Knureva Y
Paulava A,Hlushko A
Paulava A,Hrynevich Y
Petkevičius R,Aziz MA
Petkevičius R,Kõiva M
Petkevičius R,Litvinava Y
Petkevičius R,Paciupa J
Petkevičius R,Knureva Y
Petkevičius R,Paulava A
Petkevičius R,Hlushko A
Petkevičius R,Hrynevich Y
Petkevičius R,Kalle R
Petkevičius R,Kolosova V
Petkevičius R,PardodeSantayana M
Petkevičius R,Mustafa B
Petkevičius R,KołodziejskaDegórska I
Petkevičius R,MenendezBaceta G
Petkevičius R,Hajdari A
Petkevičius R,AceitunoMata L
Pieroni A,Hart RE
Pieroni A,Belichenko O
Pieroni A,Melnikov D
Pieroni A,Kikvidze Z
Pieroni A,Kikodze D
Pieroni A,Khutsishvili M
Pieroni A,Paniagua Zambrana NY
Pieroni A,Kolosova V
Pieroni A,KołodziejskaDegórska I
Pieroni A,Hajdari A
Pieroni A,AceitunoMata L
Pieroni A,PardodeSantayana M
Pieroni A,Petkevičius R
Pieroni A,Mustafa B
Pieroni A,MenendezBaceta G
Pieroni A,Aziz MA
Pieroni A,Kalle R
Pieroni A,Mattalia G
Piroznikow E,Aziz MA
Piroznikow E,Kõiva M
Piroznikow E,Knureva Y
Piroznikow E,Paulava A
Piroznikow E,Paciupa J
Piroznikow E,Litvinava Y
Piroznikow E,Hlushko A
Piroznikow E,Hrynevich Y
Piroznikow E,Kalle R
Piroznikow E,Kolosova V
Piroznikow E,Pieroni A
Piroznikow E,Petkevičius R
Piroznikow E,PardodeSantayana M
Piroznikow E,Mustafa B
Piroznikow E,MenendezBaceta G
Piroznikow E,KołodziejskaDegórska I
Piroznikow E,AceitunoMata L
Piroznikow E,Hajdari A
Polesny Z,Khutsishvili M
Polesny Z,Kikodze D
Polesny Z,Kikvidze Z
Polesny Z,Paniagua Zambrana NY
Polesny Z,Kõiva M
Polesny Z,Hlushko A
Polesny Z,Hrynevich Y
Polesny Z,Paciupa J
Polesny Z,Paulava A
Polesny Z,Knureva Y
Polesny Z,Litvinava Y
Polesny Z,AceitunoMata L
Polesny Z,Hajdari A
Polesny Z,KołodziejskaDegórska I
Polesny Z,MenendezBaceta G
Polesny Z,Mustafa B
Polesny Z,PardodeSantayana M
Polesny Z,Petkevičius R
Polesny Z,Piroznikow E
Polesny Z,Melnikov D
Polesny Z,Kalle R
Polesny Z,Pieroni A
Polesny Z,Mattalia G
Polesny Z,Aziz MA
Prakofjewa J,Hart RE
Prakofjewa J,Kolosova V
Prakofjewa J,Kikodze D
Prakofjewa J,Khutsishvili M
Prakofjewa J,Kikvidze Z
Prakofjewa J,Paniagua Zambrana NY
Prakofjewa J,Belichenko O
Prakofjewa J,Polesny Z
Prakofjewa J,Aziz MA
Prakofjewa J,PardodeSantayana M
Prakofjewa J,Hajdari A
Prakofjewa J,AceitunoMata L
Prakofjewa J,Petkevičius R
Prakofjewa J,Mustafa B
Prakofjewa J,Piroznikow E
Prakofjewa J,MenendezBaceta G
Prakofjewa J,KołodziejskaDegórska I
Prakofjewa J,Pieroni A
Prakofjewa J,Melnikov D
Prakofjewa J,Mattalia G
Prakofjewa J,Kalle R
Prakofjewa J,Kõiva M
Prakofjewa J,Hlushko A
Prakofjewa J,Hrynevich Y
Prakofjewa J,Knureva Y
Prakofjewa J,Paulava A
Prakofjewa J,Paciupa J
Prakofjewa J,Litvinava Y
Pupynina M,Kolosova V
Pupynina M,Orr DJ
Pupynina M,Kolosova VB
Pupynina M,Jernigan KA
Pupynina M,Belichenko OS
Pupynina M,Belichenko O
Pupynina M,Jernigan K
Pupynina M,Orr D
Quave CL,Aziz MA
Quave CL,Polesny Z
Quave CL,Prakofjewa J
Quave CL,Kõiva M
Quave CL,Litvinava Y
Quave CL,Paulava A
Quave CL,Hlushko A
Quave CL,Hrynevich Y
Quave CL,Knureva Y
Quave CL,Paciupa J
Quave CL,Kalle R
Quave CL,Kolosova V
Quave CL,Pieroni A
Quave CL,AceitunoMata L
Quave CL,Hajdari A
Quave CL,KołodziejskaDegórska I
Quave CL,MenendezBaceta G
Quave CL,Mustafa B
Quave CL,PardodeSantayana M
Quave CL,Petkevičius R
Quave CL,Piroznikow E
Shah AA,Khutsishvili M
Shah AA,Kikodze D
Shah AA,Kikvidze Z
Shah AA,Paniagua Zambrana NY
Shah AA,Kõiva M
Shah AA,Litvinava Y
Shah AA,Hlushko A
Shah AA,Hrynevich Y
Shah AA,Knureva Y
Shah AA,Paciupa J
Shah AA,Paulava A
Shah AA,Petkevičius R
Shah AA,Mustafa B
Shah AA,AceitunoMata L
Shah AA,MenendezBaceta G
Shah AA,KołodziejskaDegórska I
Shah AA,Hajdari A
Shah AA,Piroznikow E
Shah AA,Quave CL
Shah AA,PardodeSantayana M
Shah AA,Melnikov D
Shah AA,Prakofjewa J
Shah AA,Kalle R
Shah AA,Pieroni A
Shah AA,Mattalia G
Shah AA,Aziz MA
Shah AA,Polesny Z
Sikharulidze S,Polesny Z
Sikharulidze S,Shah AA
Sikharulidze S,Aziz MA
Sikharulidze S,Kolosova V
Sikharulidze S,Melnikov D
Sikharulidze S,Mattalia G
Sikharulidze S,Kalle R
Sikharulidze S,Kõiva M
Sikharulidze S,Knureva Y
Sikharulidze S,Litvinava Y
Sikharulidze S,Paciupa J
Sikharulidze S,Paulava A
Sikharulidze S,Hrynevich Y
Sikharulidze S,Hlushko A
Sikharulidze S,Pieroni A
Sikharulidze S,Prakofjewa J
Sikharulidze S,Hart RE
Sikharulidze S,Paniagua Zambrana NY
Sikharulidze S,Khutsishvili M
Sikharulidze S,Kikodze D
Sikharulidze S,Kikvidze Z
Silivonchyk H,Hart RE
Silivonchyk H,Kolosova V
Silivonchyk H,Belichenko O
Silivonchyk H,Aziz MA
Silivonchyk H,Shah AA
Silivonchyk H,Polesny Z
Silivonchyk H,Mattalia G
Silivonchyk H,Khutsishvili M
Silivonchyk H,Kikvidze Z
Silivonchyk H,Sikharulidze S
Silivonchyk H,Kikodze D
Silivonchyk H,Paniagua Zambrana NY
Silivonchyk H,AceitunoMata L
Silivonchyk H,KołodziejskaDegórska I
Silivonchyk H,MenendezBaceta G
Silivonchyk H,Mustafa B
Silivonchyk H,PardodeSantayana M
Silivonchyk H,Petkevičius R
Silivonchyk H,Piroznikow E
Silivonchyk H,Quave CL
Silivonchyk H,Hajdari A
Silivonchyk H,Melnikov D
Silivonchyk H,Kalle R
Silivonchyk H,Prakofjewa J
Silivonchyk H,Kõiva M
Silivonchyk H,Hrynevich Y
Silivonchyk H,Hlushko A
Silivonchyk H,Knureva Y
Silivonchyk H,Litvinava Y
Silivonchyk H,Paulava A
Silivonchyk H,Paciupa J
Stryamets N,Belichenko O
Stryamets N,Kõiva M
Stryamets N,Hlushko A
Stryamets N,Litvinava Y
Stryamets N,Hrynevich Y
Stryamets N,Knureva Y
Stryamets N,Paciupa J
Stryamets N,Silivonchyk H
Stryamets N,Paulava A
Stryamets N,Kalle R
Stryamets N,Melnikov D
Stryamets N,Prakofjewa J
Stryamets N,Pieroni A
Stryamets N,Mattalia G
Sulaiman N,Khutsishvili M
Sulaiman N,Kikodze D
Sulaiman N,Kikvidze Z
Sulaiman N,Sikharulidze S
Sulaiman N,Paniagua Zambrana NY
Sulaiman N,Kõiva M
Sulaiman N,Hrynevich Y
Sulaiman N,Silivonchyk H
Sulaiman N,Hlushko A
Sulaiman N,Knureva Y
Sulaiman N,Paulava A
Sulaiman N,Paciupa J
Sulaiman N,Litvinava Y
Sulaiman N,PardodeSantayana M
Sulaiman N,KołodziejskaDegórska I
Sulaiman N,Piroznikow E
Sulaiman N,Petkevičius R
Sulaiman N,AceitunoMata L
Sulaiman N,MenendezBaceta G
Sulaiman N,Mustafa B
Sulaiman N,Quave CL
Sulaiman N,Hajdari A
Sulaiman N,Melnikov D
Sulaiman N,Prakofjewa J
Sulaiman N,Kalle R
Sulaiman N,Pieroni A
Sulaiman N,Mattalia G
Sulaiman N,Aziz MA
Sulaiman N,Polesny Z
Sulaiman N,Shah AA
Svanberg I,Polesny Z
Svanberg I,Aziz MA
Svanberg I,Sulaiman N
Svanberg I,Shah AA
Svanberg I,Prakofjewa J
Svanberg I,Kõiva M
Svanberg I,Hrynevich Y
Svanberg I,Litvinava Y
Svanberg I,Hlushko A
Svanberg I,Paciupa J
Svanberg I,Silivonchyk H
Svanberg I,Paulava A
Svanberg I,Knureva Y
Svanberg I,Kalle R
Svanberg I,Kolosova V
Svanberg I,Pieroni A
Svanberg I,Quave CL
Svanberg I,Hajdari A
Svanberg I,PardodeSantayana M
Svanberg I,Mustafa B
Svanberg I,Petkevičius R
Svanberg I,MenendezBaceta G
Svanberg I,KołodziejskaDegórska I
Svanberg I,AceitunoMata L
Svanberg I,Piroznikow E
Sõukand R,Hart RE
Sõukand R,Kikodze D
Sõukand R,Sikharulidze S
Sõukand R,Kikvidze Z
Sõukand R,Khutsishvili M
Sõukand R,Paniagua Zambrana NY
Sõukand R,Kõiva M
Sõukand R,Knureva Y
Sõukand R,Paulava A
Sõukand R,Hrynevich Y
Sõukand R,Litvinava Y
Sõukand R,Paciupa J
Sõukand R,Hlushko A
Sõukand R,Silivonchyk H
Sõukand R,Prakofjewa J
Sõukand R,Svanberg I
Sõukand R,PardodeSantayana M
Sõukand R,KołodziejskaDegórska I
Sõukand R,Hajdari A
Sõukand R,Quave CL
Sõukand R,Petkevičius R
Sõukand R,Mustafa B
Sõukand R,AceitunoMata L
Sõukand R,MenendezBaceta G
Sõukand R,Piroznikow E
Sõukand R,Stryamets N
Sõukand R,Melnikov D
Sõukand R,Polesny Z
Sõukand R,Shah AA
Sõukand R,Sulaiman N
Sõukand R,Aziz MA
Sõukand R,Belichenko O
Sõukand R,Mattalia G
Sõukand R,Kolosova V
Sõukand R,Pieroni A
Sõukand R,Kalle R
Tardío J,Aziz MA
Tardío J,Polesny Z
Tardío J,Shah AA
Tardío J,Sulaiman N
Tardío J,Prakofjewa J
Tardío J,Kõiva M
Tardío J,Silivonchyk H
Tardío J,Paulava A
Tardío J,Paciupa J
Tardío J,Litvinava Y
Tardío J,Knureva Y
Tardío J,Hrynevich Y
Tardío J,Hlushko A
Tardío J,Sõukand R
Tardío J,Kalle R
Tardío J,Kolosova V
Tardío J,Pieroni A
Tardío J,Svanberg I
Tardío J,AceitunoMata L
Tardío J,Hajdari A
Tardío J,KołodziejskaDegórska I
Tardío J,MenendezBaceta G
Tardío J,Mustafa B
Tardío J,PardodeSantayana M
Tardío J,Petkevičius R
Tardío J,Piroznikow E
Tardío J,Quave CL
Tchelidze D,Polesny Z
Tchelidze D,Shah AA
Tchelidze D,Aziz MA
Tchelidze D,Sulaiman N
Tchelidze D,Kolosova V
Tchelidze D,Melnikov D
Tchelidze D,Mattalia G
Tchelidze D,Kalle R
Tchelidze D,Kõiva M
Tchelidze D,Knureva Y
Tchelidze D,Hrynevich Y
Tchelidze D,Litvinava Y
Tchelidze D,Paciupa J
Tchelidze D,Paulava A
Tchelidze D,Silivonchyk H
Tchelidze D,Hlushko A
Tchelidze D,Sõukand R
Tchelidze D,Pieroni A
Tchelidze D,Prakofjewa J
Tchelidze D,Hart RE
Tchelidze D,Paniagua Zambrana NY
Tchelidze D,Khutsishvili M
Tchelidze D,Kikodze D
Tchelidze D,Kikvidze Z
Tchelidze D,Sikharulidze S
Ur Rahman I,Kolosova V
Ur Rahman I,Melnikov D
Ur Rahman I,Shah AA
Ur Rahman I,Polesny Z
Ur Rahman I,Sulaiman N
Ur Rahman I,Aziz MA
Ur Rahman I,Kõiva M
Ur Rahman I,Litvinava Y
Ur Rahman I,Knureva Y
Ur Rahman I,Paciupa J
Ur Rahman I,Paulava A
Ur Rahman I,Hlushko A
Ur Rahman I,Hrynevich Y
Ur Rahman I,Silivonchyk H
Ur Rahman I,Kalle R
Ur Rahman I,Sõukand R
Ur Rahman I,Pieroni A
Ur Rahman I,Prakofjewa J
Ur Rahman I,Khutsishvili M
Ur Rahman I,Kikvidze Z
Ur Rahman I,Tchelidze D
Ur Rahman I,Sikharulidze S
Ur Rahman I,Kikodze D
Ur Rahman I,Paniagua Zambrana NY
Ur Rahman I,Hart RE
Vasilyeva I,Hart RE
Vasilyeva I,Ur Rahman I
Vasilyeva I,Kolosova V
Vasilyeva I,Belichenko O
Vasilyeva I,Shah AA
Vasilyeva I,Sulaiman N
Vasilyeva I,Polesny Z
Vasilyeva I,Aziz MA
Vasilyeva I,Mattalia G
Vasilyeva I,Tchelidze D
Vasilyeva I,Kikodze D
Vasilyeva I,Kikvidze Z
Vasilyeva I,Sikharulidze S
Vasilyeva I,Khutsishvili M
Vasilyeva I,Paniagua Zambrana NY
Vasilyeva I,Stryamets N
Vasilyeva I,Svanberg I
Vasilyeva I,Quave CL
Vasilyeva I,MenendezBaceta G
Vasilyeva I,Petkevičius R
Vasilyeva I,PardodeSantayana M
Vasilyeva I,Tardío J
Vasilyeva I,Piroznikow E
Vasilyeva I,Mustafa B
Vasilyeva I,AceitunoMata L
Vasilyeva I,Hajdari A
Vasilyeva I,KołodziejskaDegórska I
Vasilyeva I,Sõukand R
Vasilyeva I,Melnikov D
Vasilyeva I,Kalle R
Vasilyeva I,Prakofjewa J
Vasilyeva I,Kõiva M
Vasilyeva I,Paulava A
Vasilyeva I,Paciupa J
Vasilyeva I,Silivonchyk H
Vasilyeva I,Litvinava Y
Vasilyeva I,Knureva Y
Vasilyeva I,Hrynevich Y
Vasilyeva I,Hlushko A
Vnukovich Y,Hart RE
Vnukovich Y,Ur Rahman I
Vnukovich Y,Kolosova V
Vnukovich Y,Belichenko O
Vnukovich Y,Polesny Z
Vnukovich Y,Shah AA
Vnukovich Y,Sulaiman N
Vnukovich Y,Aziz MA
Vnukovich Y,Mattalia G
Vnukovich Y,Khutsishvili M
Vnukovich Y,Kikodze D
Vnukovich Y,Kikvidze Z
Vnukovich Y,Tchelidze D
Vnukovich Y,Sikharulidze S
Vnukovich Y,Paniagua Zambrana NY
Vnukovich Y,Stryamets N
Vnukovich Y,Svanberg I
Vnukovich Y,AceitunoMata L
Vnukovich Y,KołodziejskaDegórska I
Vnukovich Y,Hajdari A
Vnukovich Y,Tardío J
Vnukovich Y,Quave CL
Vnukovich Y,Piroznikow E
Vnukovich Y,Petkevičius R
Vnukovich Y,PardodeSantayana M
Vnukovich Y,Mustafa B
Vnukovich Y,MenendezBaceta G
Vnukovich Y,Sõukand R
Vnukovich Y,Melnikov D
Vnukovich Y,Kalle R
Vnukovich Y,Prakofjewa J
Vnukovich Y,Kõiva M
Vnukovich Y,Hlushko A
Vnukovich Y,Hrynevich Y
Vnukovich Y,Vasilyeva I
Vnukovich Y,Silivonchyk H
Vnukovich Y,Paulava A
Vnukovich Y,Paciupa J
Vnukovich Y,Litvinava Y
Vnukovich Y,Knureva Y
Vyskvarka S,Hart RE
Vyskvarka S,Ur Rahman I
Vyskvarka S,Kolosova V
Vyskvarka S,Belichenko O
Vyskvarka S,Shah AA
Vyskvarka S,Polesny Z
Vyskvarka S,Sulaiman N
Vyskvarka S,Aziz MA
Vyskvarka S,Mattalia G
Vyskvarka S,Kikodze D
Vyskvarka S,Kikvidze Z
Vyskvarka S,Sikharulidze S
Vyskvarka S,Tchelidze D
Vyskvarka S,Khutsishvili M
Vyskvarka S,Paniagua Zambrana NY
Vyskvarka S,Stryamets N
Vyskvarka S,Svanberg I
Vyskvarka S,Tardío J
Vyskvarka S,Quave CL
Vyskvarka S,KołodziejskaDegórska I
Vyskvarka S,Piroznikow E
Vyskvarka S,MenendezBaceta G
Vyskvarka S,Mustafa B
Vyskvarka S,PardodeSantayana M
Vyskvarka S,Petkevičius R
Vyskvarka S,Hajdari A
Vyskvarka S,AceitunoMata L
Vyskvarka S,Sõukand R
Vyskvarka S,Melnikov D
Vyskvarka S,Kalle R
Vyskvarka S,Prakofjewa J
Vyskvarka S,Kõiva M
Vyskvarka S,Paciupa J
Vyskvarka S,Knureva Y
Vyskvarka S,Litvinava Y
Vyskvarka S,Silivonchyk H
Vyskvarka S,Vnukovich Y
Vyskvarka S,Vasilyeva I
Vyskvarka S,Paulava A
Vyskvarka S,Hrynevich Y
Vyskvarka S,Hlushko A
Zambrana NYP,Stryamets N
Zambrana NYP,Mattalia G
Zambrana NYP,Sulaiman N
Zambrana NYP,Shah AA
Zambrana NYP,Polesny Z
Zambrana NYP,Aziz MA
Zambrana NYP,Pieroni A
Zambrana NYP,Ur Rahman I
Zambrana NYP,Hart RE
Zambrana NYP,Paniagua Zambrana NY
Zambrana NYP,Sikharulidze S
Zambrana NYP,Kikvidze Z
Zambrana NYP,Khutsishvili M
Zambrana NYP,Tchelidze D
Zambrana NYP,Kikodze D
Łuczaj T,Sulaiman N
Łuczaj T,Shah AA
Łuczaj T,Aziz MA
Łuczaj T,Polesny Z
Łuczaj T,Prakofjewa J
Łuczaj T,Kõiva M
Łuczaj T,Paciupa J
Łuczaj T,Litvinava Y
Łuczaj T,Paulava A
Łuczaj T,Hlushko A
Łuczaj T,Hrynevich Y
Łuczaj T,Knureva Y
Łuczaj T,Silivonchyk H
Łuczaj T,Vasilyeva I
Łuczaj T,Vnukovich Y
Łuczaj T,Vyskvarka S
Łuczaj T,Sõukand R
Łuczaj T,Kalle R
Łuczaj T,Kolosova V
Łuczaj T,Pieroni A
Łuczaj T,Svanberg I
Łuczaj T,Tardío J
Łuczaj T,Quave CL
Łuczaj T,Piroznikow E
Łuczaj T,Petkevičius R
Łuczaj T,PardodeSantayana M
Łuczaj T,Mustafa B
Łuczaj T,MenendezBaceta G
Łuczaj T,KołodziejskaDegórska I
Łuczaj T,Hajdari A
Łuczaj T,AceitunoMata L
